"2014";"....Tallinn";86.4
"2014";"..J‰rva maakond";74.4
"2014";"..L‰‰ne-Viru maakond";79.3
"2014";"..Rapla maakond";77.8
"2014";"..Ida-Viru maakond";71.8
"2014";"..Hiiu maakond";85.3
"2014";"..L‰‰ne maakond";89.1
"2014";"..P‰rnu maakond";79.3
"2014";"..Saare maakond";82.8
"2014";"..Jıgeva maakond";73.0
"2014";"..Pılva maakond";74.8
"2014";"..Tartu maakond";87.0
"2014";"..Valga maakond";82.5
"2014";"..Viljandi maakond";80.8
"2014";"..Vıru maakond";74.8
"2015";"....Harju maakond Tallinnata";89.8
"2015";"....Tallinn";90.0
"2015";"..J‰rva maakond";88.0
"2015";"..L‰‰ne-Viru maakond";86.8
"2015";"..Rapla maakond";81.9
"2015";"..Ida-Viru maakond";82.8
"2015";"..Hiiu maakond";87.5
"2015";"..L‰‰ne maakond";81.3
"2015";"..P‰rnu maakond";88.4
"2015";"..Saare maakond";82.6
"2015";"..Jıgeva maakond";78.6
"2015";"..Pılva maakond";88.2
"2015";"..Tartu maakond";89.3
"2015";"..Valga maakond";89.8
"2015";"..Viljandi maakond";88.8
"2015";"..Vıru maakond";82.4
"2016";"....Harju maakond Tallinnata";91.8
"2016";"....Tallinn";93.7
"2016";"..J‰rva maakond";74.0
"2016";"..L‰‰ne-Viru maakond";84.5
"2016";"..Rapla maakond";82.8
"2016";"..Ida-Viru maakond";70.2
"2016";"..Hiiu maakond";85.4
"2016";"..L‰‰ne maakond";84.0
"2016";"..P‰rnu maakond";85.2
"2016";"..Saare maakond";84.6
"2016";"..Jıgeva maakond";77.6
"2016";"..Pılva maakond";78.8
"2016";"..Tartu maakond";88.6
"2016";"..Valga maakond";82.4
"2016";"..Viljandi maakond";77.9
"2016";"..Vıru maakond";83.0
